Date,possible,multsch,MP1,MP2,FF1,FF2,FF3,FF4,FF5,FF6,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,UST3M,UST6M,UST2Y,UST5Y,UST10Y,UST30Y,SP500,SPFUT,EURUSD,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW,SEP,PC,OIS1Y,OIS2Y,TIPS5Y,TIPS10Y,TIPS30Y,DXY,USDJPY,dlcons,liststr,schedstr,mainstr,bcff_time,bcei_time,mps_orig1,mps_orig2
1/1/2011,1,0,-0.005,-0.005,0,-0.005,-0.005,0,-0.005,-0.005,-0.005,-0.005,-0.01,-0.02,-0.03,-0.035,-0.035,-0.03,-0.0025,-0.005,-0.0276,-0.0084,0.01475,0.0301,-0.055877117,-0.077264825,0.029265438,,-0.159084688,0.784233487,9.406817617,0.946333965,18.17786954,0.41328127,1,,-0.01425,,-0.0036,0.019299984,0.024800062,-0.005771599,0.048478972,-0.012101132,1/26/2011,1/26/2011,1/26/2011,1,0,-0.0025,-0.0016
2/1/2011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.271759268,0.794206117,8.404141436,0.825323462,12.17388648,0.337208305,,,,,,,,,,0.150268525,,,,0,0,0.0000,0
3/1/2011,1,0,-0.00484375,0,-0.0025,0,0,0,0.005,0,0,0,0.005,0.02,0.035,0.04,0.055,0.06,0,0,0.0281,0.0396,0.022,-0.00135,0.282955733,0.293542074,-0.014309222,,-0.04848495,1.036207169,11.69536323,0.698047125,15.06039593,0.25460467,0,,0.008,,0.0147,0.011489987,0.007200003,0.007852478,-0.086462451,-0.051666935,3/15/2011,3/15/2011,3/15/2011,0,0,0.0158,0.0165
4/1/2011,1,0,-0.005,-0.005,0,-0.005,-0.005,-0.005,0,-0.005,-0.015,-0.02,-0.025,-0.03,-0.04,-0.04,-0.04,-0.04,-0.0025,-0.0026,-0.0277,-0.0267,0.0037,0.0202,0.448760337,0.447010617,0.593492053,,-0.006892894,1.128712067,5.211015598,0.042657064,8.390001891,0.191537206,1,1,0.0015,,-0.0487,0.029579997,0.014200091,-0.544813444,-0.484202881,-0.050217281,4/27/2011,4/27/2011,4/27/2011,1,0,-0.0025,-0.0017
5/1/2011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071843294,1.128712067,5.036698935,-0.015794708,9.440972889,0.225855475,,,,,,,,,,0.100753482,,,,0,0,0.0000,0
6/1/2011,1,0,-0.009375,0.003835227,-0.0025,-0.005,0,0,-0.0025,0,-0.005,-0.005,0,0.01,0.025,0.04,0.055,0.07,-0.0076,-0.0026,0.0202,0.05325,0.0474,0.0253,-0.184088146,-0.174384809,-0.312131511,,-0.264070648,0.808856808,1.900183751,-0.366577535,0.231189454,0.258180428,1,1,0.018,,0.0683,0.056589961,0.009799957,0.284208974,0.362137862,0.075317949,6/22/2011,6/22/2011,6/22/2011,0,0,0.0140,0.0147
7/1/2011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.232659121,1.083686874,0.090911892,-0.204258993,-6.516067003,0.389830165,,,,,,,,,,-0.026346427,,,,0,0,0.0000,0
8/1/2011,1,0,-0.007045455,-0.000227273,-0.005,-0.005,-0.005,0,0,0,0.025,0,-0.04,-0.085,-0.135,-0.195,-0.245,-0.285,-0.0153,-0.0076,-0.0952,-0.1343,-0.0242,0.0409,-0.950797755,-1.060070671,0.175783997,,0.019772273,1.202721733,-4.788032301,-0.650202046,-7.338740504,0.511231768,0,0,-0.009,-0.089,-0.0814,0.029939,0.052899957,-0.187617261,-0.168459246,0.071474577,8/9/2011,8/9/2011,8/9/2011,0,0,-0.0115,-0.0106
9/1/2011,1,0,0.008333333,0.020833333,0.0025,0.015,0.02,0.015,0.015,0.015,0.055,0.08,0.11,0.095,0.085,0.08,0.085,0.07,0.0026,0.00875,0.0444,0.0274,-0.0499,-0.1589,-0.250066908,-0.693568726,-0.616835994,,-0.18486301,1.301910284,-9.860204404,-0.889203166,0.134094473,0.369919905,0,0,0.0365,0.033,0.0262,-0.02689,-0.085500002,0.540181709,0.36687631,0.078111215,9/21/2011,9/21/2011,9/21/2011,0,0,0.0699,0.0703
10/1/2011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048472051,1.524282803,-14.45745873,-1.543503865,-10.58717175,0.505357791,,,,,,,,,,-0.072849317,,,,0,0,0.0000,0
11/1/2011,1,0,0,0.008611111,0,0.005,0.005,0.005,0.005,0.005,0.005,0.0175,0.015,0.015,0.015,0.015,0.02,0.02,0,0,0.0079,0.0079,-0.0176,-0.0287,0.006871519,0,-0.174216028,,-0.079379884,1.468256521,-3.062801122,-0.635568022,-7.08726233,0.336827271,1,1,0.028,0.011,-0.0066,-0.019340999,-0.029200017,0.156601297,0.064053292,0.019538612,11/2/2011,11/2/2011,11/2/2011,0,2,0.0233,0.024
12/1/2011,1,0,0.004305556,-0.005,0.0025,0,-0.005,0,0,0.005,0.0025,0.01,0.01,0.01,0.01,0.01,0.015,0.015,0,-0.0026,0,-0.0016,-0.0156,-0.0259,-0.701025627,-0.803535556,-0.328269334,,-0.0628877,1.473612582,3.002212106,-0.283081616,-10.29792171,0.214807521,0,0,0.005,0.006,0.0035,-0.008601002,-0.024599969,0.275271831,0.089858793,0.167221129,12/13/2011,12/13/2011,12/13/2011,0,0,0.0175,0.0182
1/1/2012,1,0,-0.005,0.003611111,-0.0025,-0.005,0,0,0,-0.005,-0.0025,-0.015,-0.015,-0.015,-0.015,-0.02,-0.025,-0.04,-0.0051,-0.0044,-0.0156,-0.055,-0.0247,-0.0017,0.877748447,0.918660287,0.735520641,,0.041911731,1.560789767,8.852181541,-0.18938688,2.456341525,0.378474608,1,1,0.005,-0.0085,-0.1051,-0.085659981,-0.058000028,-0.655144444,-0.409521372,0.262279124,1/25/2012,1/25/2012,1/25/2012,0,0,-0.0116,-0.0107
2/1/2012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150264706,1.823726525,5.514218424,-0.775007326,-3.519255029,0.532072303,,,,,,,,,,-0.056947387,,,,0,0,0.0000,0
3/1/2012,1,0,0,0,0,-0.005,0,0,0,0,0.0025,0.01,0.015,0.025,0.025,0.03,0.035,0.03,0,0.0051,0.008,0.0276,0.0352,0.0315,-0.001807645,-0.018076645,-0.282205781,,-0.017811011,1.853668837,16.16905596,-0.107372807,5.40834407,0.537696452,0,0,0.005,0.009,0.0107,0.029990003,0.02670002,0.253775378,0.314389359,0.040578009,3/13/2012,3/13/2012,3/13/2012,0,0,0.0215,0.0222
4/1/2012,1,0,-0.005,-0.005,-0.0025,-0.005,-0.005,0,0,-0.005,0,-0.01,-0.01,-0.01,-0.015,-0.015,-0.015,-0.01,0.0025,-0.0025,-0.0078,-0.0064,0.00795,0.0151,0.26041291,0.253256151,0.098417745,,-0.228115809,1.860975111,10.70919602,0.301682558,3.02109004,0.551070061,1,1,-0.003,-0.008,-0.0191,-0.003109992,0.001999974,-0.11561424,-0.049152126,0.002232551,4/25/2012,4/25/2012,4/25/2012,0,0,0.0130,0.0138
5/1/2012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.136208616,1.6788754,5.8536613,0.085783553,-0.38998555,0.583168976,,,,,,,,,,-0.045045313,,,,0,0,0.0000,0
6/1/2012,1,0,0.015,0.004666667,0.005,0.01,0.005,0.01,0.01,0.01,0.015,0.015,0.015,0.005,0,0.005,0,0,-0.0051,,0.0202,0.0081,-0.0307,-0.067,-0.339398685,-0.371126369,-0.251988346,,-0.211560166,1.565028954,-4.612177483,-0.541950091,-13.69888995,0.353086468,1,1,0.0115,0.005,0.0303,0.000769973,-0.033400029,0.202645444,-0.037735849,0.09115903,6/20/2012,6/20/2012,6/20/2012,0,0,0.0287,0.0293
7/1/2012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085155243,1.565028954,-3.134989815,-0.725972231,-4.620162626,0.278468669,,,,,,,,,,0.00854797,,,,0,0,0.0000,0
8/1/2012,1,0,0.0155,0.014617647,0.015,0.015,0.005,0.005,0.005,0.01,0.01,0.01,0.015,0.015,0.02,0.025,0.035,0.045,0.0051,0.0025,0.0196,0.0399,0.0255,0.0101,-0.147822873,-0.163576881,-0.471544715,,0.077687323,1.626186503,-1.727876562,-0.52749913,1.016204776,0.359235862,0,0,0.0125,0.021,0.0371,0.025340021,0.005400002,0.422698741,0.42258932,0.061273115,8/1/2012,8/1/2012,8/1/2012,0,1,0.0227,0.0235
9/1/2012,1,0,0.013235294,0.005,0.0075,0.01,0.005,0.01,0.005,0.015,0.005,0.0025,0,-0.005,-0.01,-0.01,-0.015,-0.02,0.0026,0.005,0.014,-0.0104,0.0121,0.0601,1.556514993,1.58315936,0.697890819,,-0.113518382,1.661056794,7.088221452,0.058836008,13.52547892,0.370932185,1,1,0.004,-0.004,-0.1019,-0.052049994,-0.005899996,-0.539550291,0.103305785,-0.003339942,9/13/2012,9/13/2012,9/13/2012,0,0,0.0240,0.0247
10/1/2012,1,0,0,-0.008157895,0,0,-0.005,0,0.005,0,0,0,-0.0025,0,-0.005,-0.005,-0.005,-0.01,0.005,0,0,-0.0114,-0.0018,0.0056,0.003180594,-0.017733641,0.03857727,,-0.05051454,1.62859918,7.853937883,0.01609763,10.11564286,0.464355393,0,0,0.0005,-0.002,-0.0081,0.00150001,0.003800005,-0.02063235,0,0.189228914,10/24/2012,10/24/2012,10/24/2012,0,0,0.0089,0.0098
11/1/2012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050853469,1.582992479,1.872023693,0.175835772,3.777397894,0.538890602,,,,,,,,,,0.018101992,,,,0,0,0.0000,0
12/1/2012,1,0,0.004078947,0,0.0025,0.005,0,0,-0.005,-0.005,-0.0025,-0.005,-0.005,-0.005,-0.005,-0.005,0,0.01,-0.0026,-0.005,0.004,0.0128,0.0482,0.0548,0.032506117,0.034958923,0.23002607,,0.073012285,1.596206067,0.406147286,-0.060039216,-0.291275662,0.66597476,1,1,-0.0025,0.004,-0.0033,0.057700038,0.064200014,-0.141918463,0.144473874,0.192742459,12/12/2012,12/12/2012,12/12/2012,0,0,0.0041,0.0049
1/1/2013,1,0,0.005,-0.009090909,0,0.005,0,0.005,0,0.005,0,0,-0.005,-0.005,-0.01,-0.01,-0.01,-0.005,-0.0051,0,-0.00585,-0.0144,-0.0108,-0.0113,-0.071348453,-0.099850225,0.029476787,,-0.052527392,1.631610822,-1.074013554,0.201749382,-4.877017203,0.791473684,0,0,-0.001,-0.007,-0.0155,-0.00879997,-0.0097,-0.020186727,0.010974539,-0.00735494,1/30/2013,1/30/2013,1/30/2013,1,0,0.0058,0.0066
2/1/2013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062614354,1.514228737,6.150151749,0.344711907,1.147658708,0.76942325,,,,,,,,,,0.055866328,,,,0,0,0.0000,0
3/1/2013,1,0,0,0.005166667,0,0.005,0.005,0.005,0,0,0,0,0.005,0,0.0025,0.005,0.005,0.005,0,0.0026,0,0,0.0087,0.0074,0.136197769,0.14516129,-0.015446401,,0.092508881,1.514228737,7.221752793,0.344856351,-3.793717351,0.667848626,1,1,-0.0005,0,0,0.013399959,0.012199998,0.065264685,0.355314035,0.009548889,3/20/2013,3/20/2013,3/20/2013,0,0,0.0117,0.0124
4/1/2013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253715071,1.440807,9.278017437,0.136913216,-0.020232478,0.634862591,,,,,,,,,,0.123578696,,,,0,0,0.0000,0
5/1/2013,1,0,0,0,0,0,0,-0.005,0,0,-0.005,-0.005,-0.005,0,0,0,0.01,0,0,0,0.0039,0.008,0.0153,0.0157,0.175040212,0.268944787,0.128817155,,-0.004279574,1.518764964,6.104722017,-0.353985839,-4.020334681,0.543446921,0,0,-0.0035,0.001,0.0059,0.014999986,0.013599992,-0.092591457,0.133772381,-0.008789236,5/1/2013,5/1/2013,5/1/2013,0,1,0.0076,0.0084
6/1/2013,1,0,0,0.005,0,0.003,0.005,0.005,0,0.005,0.01,0.01,0.02,0.03,0.05,0.08,0.11,0.145,0.0025,-0.0025,0.0403,0.1571,0.1162,0.057,-0.622463854,-0.63646007,-0.939807563,,-0.026418316,1.601349638,7.296520909,0.396328098,-3.496944158,0.648500737,1,1,0.005,0.034,0.1832,0.189800005,0.144099951,1.049142063,1.543145077,0.053440373,6/19/2013,6/19/2013,6/19/2013,0,0,0.0109,0.0117
7/1/2013,1,0,0,0,0,0,0,0,0,-0.005,0,0,-0.005,-0.01,-0.015,-0.015,-0.02,-0.025,-0.0026,-0.0051,-0.0079,-0.0358,-0.0342,-0.0231,-0.040835289,-0.059347181,0.007525587,,0.009612174,1.677490675,2.740990285,0.880617321,-10.6446052,0.727660704,0,0,-0.003,-0.011,-0.0402,-0.039499998,-0.023000002,0.009781506,-0.06103764,0.065795007,7/31/2013,7/31/2013,7/31/2013,1,0,0.0058,0.0067
8/1/2013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.092522438,1.651500492,5.619681908,1.279903693,-6.057945756,0.779067211,,,,,,,,,,0.130563428,,,,0,0,0.0000,0
9/1/2013,1,0,0,-0.005,0,0,-0.005,0,-0.005,-0.01,-0.015,-0.025,-0.02,-0.04,-0.075,-0.115,-0.16,-0.205,-0.0051,-0.005,-0.0524,-0.2205,-0.1858,-0.0949,1.265451129,1.262663339,0.957152471,,-0.068464635,1.703462795,-1.304404568,0.900062298,-2.782374295,0.747687732,1,1,-0.012,-0.052,-0.2811,-0.227599978,-0.109400034,-0.906005061,-0.748457571,0.139973731,9/18/2013,9/18/2013,9/18/2013,0,0,-0.0039,-0.003
10/1/2013,1,0,0,0,0,0,0,0,-0.005,0,0,0,0.005,0.005,0.015,0.02,0.025,0.035,0,0,0.00585,0.0405,0.0434,0.0302,-0.293278377,-0.326472676,-0.341346503,,-0.112338168,1.698291707,4.14962624,0.223812924,1.461265829,0.676674926,0,0,0,0.011,0.0303,0.034299999,0.023100019,0.331946034,0.356524396,0.177859889,10/30/2013,10/30/2013,10/30/2013,1,0,0.0088,0.0096
11/1/2013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120852876,1.746766089,4.114729444,-0.235809786,0.834749308,0.627102823,,,,,,,,,,0.039746736,,,,0,0,0.0000,0
12/1/2013,1,0,0.005961538,0.005,0.0025,0.005,0.005,0,0,0,0.01,0.005,-0.005,-0.015,-0.02,-0.03,-0.035,-0.045,-0.0026,-0.0025,-0.0236,-0.0199,0.0074,0.0145,1.55775782,1.562719977,-0.297943463,,-0.008720551,1.83071979,9.939096171,-0.010119808,-3.565509198,0.740558421,1,1,-0.001,-0.014,-0.0106,0.026499987,0.018899918,0.305932595,0.600775194,-0.143621175,12/18/2013,12/18/2013,12/18/2013,0,0,0.0119,0.0126
1/1/2014,1,0,0,0,-0.0025,0,0,0,0,0.005,0,0.01,0,-0.005,-0.005,-0.01,-0.01,-0.02,0,0,-0.0039,-0.0083,-0.0146,-0.0145,-0.389685554,-0.394588501,-0.11706175,,-0.290947138,1.687707752,8.853525539,0.533007313,0.838823807,0.676405104,0,0,0.003,0.00555,-0.0036,-0.016099989,-0.019500017,0.083249463,-0.137133901,0.196680543,1/29/2014,1/29/2014,1/29/2014,1,0,0.0084,0.0092
2/1/2014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.183443114,1.68907827,1.155539743,0.252519839,0.257979477,0.402340699,,,,,,,,,,0.247832887,,,,0,0,0.0000,0
3/1/2014,1,0,0,0,0,0,0,0.005,0.005,0.005,0.02,0.01,0.03,0.06,0.095,0.14,0.17,0.2,0.0025,0.0076,0.0769,0.1476,0.067,0.0043,-0.79404493,-0.774365821,-0.668151448,,0.00306012,1.58608594,2.985309445,0.00128597,7.591540453,0.304500619,1,1,0.015,0,0.1731,0.094600022,0.01669991,0.716645169,0.766735476,0.070959653,3/19/2014,3/19/2014,3/19/2014,0,0,0.0255,0.0262
4/1/2014,1,0,0,0,-0.0025,0,0,0,0.005,0,0.01,0,0,0.005,0.01,0.01,0.01,0.005,0,0,0.0039,0.005,0.0064,0.0042,0.016492125,0.013342228,-0.007211885,,-0.076185075,1.677948121,2.106046572,-0.323046493,5.020986666,0.266571205,0,0,0.0065,0.0035,0,0.001600027,0.004200101,0.018866026,0.088122981,0.094432877,4/30/2014,4/30/2014,4/30/2014,1,0,0.0116,0.0124
5/1/2014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09365145,1.768292054,5.588119274,-6.11E-05,7.276447317,0.233978689,,,,,,,,,,0.151948651,,,,0,0,0.0000,0
6/1/2014,1,0,0,-0.005,0,0,-0.005,-0.005,0,0,-0.02,0,0,0,-0.005,-0.01,-0.015,-0.01,-0.0051,-0.0025,0,-0.0033,-0.0181,-0.0033,0.666548146,0.643997939,0.058927519,,-0.044542845,1.760379318,4.16167935,-0.219136617,0.020043777,0.197206458,1,1,0.001,-0.0055,-0.001,-0.011,-0.004,-0.093771347,-0.137093615,0.094254532,6/18/2014,6/18/2014,6/18/2014,0,0,0.0167,0.0175
7/1/2014,1,0,0,0,0,0,0,0,-0.005,0,0,0,-0.02,-0.01,-0.015,-0.015,-0.02,-0.015,-0.0025,-0.0051,-0.0079,-0.0148,-0.0182,-0.0139,0.402711182,0.407903123,0.08219997,,0.093086381,1.868275678,5.839519672,-0.284773688,-1.214263984,0.127712771,0,0,-0.003,-0.009,-0.015,-0.017,-0.013,-0.088364159,-0.106868746,0.293542624,7/30/2014,7/30/2014,7/30/2014,1,0,0.0025,0.0034
8/1/2014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093636284,1.901367466,2.748405489,-0.130969033,-7.979498131,0.106997973,,,,,,,,,,0.01305528,,,,0,0,0.0000,0
9/1/2014,1,0,0,0,0,-0.005,0,0,0,0.005,0,0.015,0.035,0.045,0.06,0.07,0.075,0.075,-0.0025,0,0.0363,0.0549,0.05,0.0386,0.33313242,0.300112542,-0.624903564,,-0.213153401,1.901367466,4.248993393,-0.270190348,-6.952970461,0.052977292,1,1,0.0075,0.035,0.0645,0.061,0.047,0.567965553,0.63197026,0.277464958,9/17/2014,9/17/2014,9/17/2014,0,0,0.0248,0.0255
10/1/2014,1,0,0,0.011071429,0,0,0.005,0.005,0.01,0.01,0,-0.015,0.035,0.055,0.065,0.075,0.08,0.08,0,0,0.0394,0.0528,0.0215,-0.0024,-0.3096812,-0.316776483,-0.761082778,,0.014113742,1.984261004,0.576119467,-0.122325456,-11.58431394,0.095680497,0,0,0.0165,0.041,0.106,0.055,0.016,0.730632668,0.628988993,0.110281733,10/29/2014,10/29/2014,10/29/2014,1,0,0.0331,0.0337
11/1/2014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093402448,1.991121921,4.426460713,-0.217787118,-6.989956581,-0.27170032,,,,,,,,,,0.120464302,,,,0,0,0.0000,0
12/1/2014,1,0,0,0,0,0,0,-0.005,0,0,-0.01,-0.01,-0.01,0,0.005,0.005,0,-0.005,-0.0076,0.0025,0,0.02395,0.0261,0.0178,0.789854545,0.802709143,-0.475423046,,0.13080926,2.000023408,3.316202007,-0.20182863,-10.03220498,-0.366881975,1,1,-0.004,0,0.054,0.055,0.032,0.535988614,0.952623969,0.10308922,12/17/2014,12/17/2014,12/17/2014,0,0,-0.0530,-0.0518
1/1/2015,1,0,0,0,0,0,0,0,0,-0.005,-0.005,-0.005,-0.01,-0.015,-0.02,-0.02,-0.015,-0.02,0.0025,-0.00375,-0.0163,-0.0228,-0.0204,-0.0222,-0.242755459,-0.259067358,-0.017635129,,-0.015419171,2.153919453,4.018667163,-0.538086177,-11.95852255,-0.523463321,0,0,-0.0045,-0.014,-0.013,-0.013,-0.015,-0.004241916,-0.110328439,0.102151012,1/28/2015,1/28/2015,1/28/2015,1,0,-0.0014,-0.0005
2/1/2015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005897296,2.162390236,1.686327013,-0.826600859,-15.92474581,-0.575290459,,,,,,,,,,0.13063895,,,,0,0,0.0000,0
3/1/2015,1,0,-0.005961538,-0.015,-0.0025,-0.01,-0.015,-0.025,-0.04,-0.06,-0.05,-0.09,-0.125,-0.155,-0.185,-0.2,-0.205,-0.21,-0.0051,-0.0355,-0.1234,-0.1466,-0.1168,-0.093,1.909827442,1.927039147,1.371020753,,0.067834113,2.23676388,1.967433902,-0.434931873,-11.29736462,-0.387295135,1,1,0.001,-0.0093,-0.205,-0.132,-0.127,-1.22540255,-0.413462334,0.079507581,3/18/2015,3/18/2015,3/18/2015,0,0,-0.0648,-0.0635
4/1/2015,1,0,-0.005,-0.005,0,-0.005,-0.005,-0.005,-0.005,0,0.01,0,0,0,0,0,0.005,0,-0.0051,-0.0077,0,-0.0032,-0.0018,-0.0024,0.084055562,0.083363106,-0.702932617,,-0.279027267,2.106865832,-0.674256356,-0.270874519,-5.8091646,-0.27286744,0,0,0,-0.001,-0.007,-0.001,-0.001,0.574288336,0.278105512,0.130697952,4/29/2015,4/29/2015,4/29/2015,1,0,0.0057,0.0065
5/1/2015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058152873,2.074544958,2.719931668,0.344524794,7.782051404,-0.210500135,,,,,,,,,,0.03063466,,,,0,0,0.0000,0
6/1/2015,1,0,-0.011538462,-0.015,-0.005,-0.005,-0.015,-0.025,-0.045,-0.045,-0.045,-0.065,-0.08,-0.09,-0.1,-0.105,-0.115,-0.12,0,-0.0153,-0.0808,-0.1128,-0.0773,-0.0303,0.625475203,0.645701303,0.746268657,,0.055676323,2.161126779,-0.306554689,0.050241322,-0.843842848,0.134343117,1,1,-0.022,-0.018,-0.139,-0.091,-0.031,-0.728308723,-0.696177062,0.160735508,6/17/2015,6/17/2015,6/17/2015,0,0,-0.0381,-0.037
7/1/2015,1,0,-0.005,-0.005,-0.0025,-0.005,-0.005,-0.005,-0.01,-0.01,-0.005,-0.005,-0.01,-0.015,-0.01,-0.02,-0.02,-0.015,-0.0102,-0.0026,-0.0119,-0.0166,-0.0144,-0.0096,0.128413052,0.131217941,-0.144822592,,-0.069677383,2.038864744,0.101358978,0.543884595,5.982820172,0.04549694,0,0,-0.006,-0.015,-0.019,-0.016,-0.01,0.111663686,0.016153784,0.107169431,7/29/2015,7/29/2015,7/29/2015,1,0,-0.0034,-0.0025
8/1/2015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06194426,2.076470018,-0.142969924,0.003927915,-11.60346929,-0.206403542,,,,,,,,,,0.025640347,,,,0,0,0.0000,0
9/1/2015,1,0,-0.063461538,-0.055,-0.0275,-0.05,-0.055,-0.065,-0.06,-0.07,-0.07,-0.08,-0.085,-0.09,-0.085,-0.09,-0.085,-0.08,-0.0432,-0.0662,-0.0849,-0.0777,-0.0581,-0.0416,-0.273148252,-0.274896914,0.679491705,,-0.123401833,2.029963733,-6.631060687,-0.228219299,-10.86651957,-0.166424409,1,1,-0.006,-0.0105,-0.126,-0.097,-0.063,-0.632771687,-0.711508232,0.029723851,9/17/2015,9/17/2015,9/17/2015,0,0,-0.0582,-0.057
10/1/2015,1,0,-0.005,0.026,0,-0.005,0.01,0.02,0.025,0.03,0.02,0.03,0.045,0.055,0.055,0.065,0.055,0.06,0.0025,-0.0025,0.05955,0.0495,0.0178,-0.011,-0.708417139,-0.711186114,-1.227547613,,-0.163620179,1.924569227,-6.921881661,-0.5135572,-13.70262788,-0.18163191,0,0,0.028,0.025,0.062,0.03,-0.008,0.954737965,0.273768044,0.072004492,10/28/2015,10/28/2015,10/28/2015,1,0,0.0532,0.0538
11/1/2015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120020007,1.970486172,-1.397818621,-0.153688098,-0.752431825,-0.068599145,,,,,,,,,,0.137194296,,,,0,0,0.0000,0
12/1/2015,1,0,0.031,0.015,0.015,0.02,0.015,0.015,0.02,0.015,0.015,0.025,0.03,0.03,0.035,0.035,0.035,0.035,-0.00125,0.023,0.0284,0.0183,0.0036,-0.0039,0.92102699,0.925587626,-0.501870609,,-0.029367364,1.921599754,4.560686278,-0.24091411,-8.646714195,-0.041130281,1,1,0.0245,0.03,0.033,0.007,-0.001,0.41617365,0.369579501,0.07267676,12/16/2015,12/16/2015,12/16/2015,0,0,0.0287,0.0294
1/1/2016,1,0,-0.005,-0.015333333,-0.0025,-0.005,-0.01,-0.015,-0.02,-0.02,-0.02,-0.025,-0.035,-0.035,-0.04,-0.04,-0.04,-0.04,-0.0026,-0.0126,-0.0337,-0.0376,-0.021,-0.0145,-0.36532313,-0.368324125,0.082728192,,0.121341666,1.914389842,8.143436146,-0.110658581,-6.643109984,-0.154425758,0,0,-0.021,-0.034,-0.0255,-0.012,-0.009,-0.019182425,-0.100891206,0.288485677,1/27/2016,1/27/2016,1/27/2016,1,0,-0.0230,-0.022
2/1/2016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128553418,1.862072704,-6.530678843,-0.377283056,-10.31799717,-0.24649207,,,,,,,,,,-0.161762433,,,,0,0,0.0000,0
3/1/2016,1,0,-0.0155,-0.06,-0.0075,-0.025,-0.06,-0.065,-0.065,-0.085,-0.075,-0.11,-0.13,-0.14,-0.145,-0.15,-0.155,-0.15,-0.028,-0.0664,-0.1216,-0.1143,-0.0585,-0.0075,0.830591206,0.820181434,1.226772506,,0.04479994,1.815455478,-7.685643046,-0.556909123,-3.830132202,-0.443932954,1,1,-0.007,-0.005,-0.15,-0.079,-0.018,-1.202915909,-1.0908771,0.115220397,3/16/2016,3/16/2016,3/16/2016,0,0,-0.0824,-0.0811
4/1/2016,1,0,-0.005,0.015,0,-0.005,0.005,0.01,0.01,0.015,0.005,0.01,0.01,0.015,0.015,0.015,0.025,0.015,0,-0.0013,0.0119,0.0081,-0.0018,-0.0087,0.235475426,0.227981761,-0.202839757,,-0.023779827,1.865685178,-0.060668864,-0.425677594,2.903248528,-0.310682894,0,0,0.014,0.014,-0.002,-0.005,-0.008,0.166974111,0.152630634,0.070805051,4/27/2016,4/27/2016,4/27/2016,1,0,0.0181,0.0188
5/1/2016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.133887949,1.865685178,9.243584794,-0.095737717,14.59320719,-0.365183856,,,,,,,,,,0.192946882,,,,0,0,0.0000,0
6/1/2016,1,0,0,-0.03,0,-0.01,-0.03,-0.03,-0.035,-0.035,-0.035,-0.045,-0.045,-0.045,-0.045,-0.04,-0.04,-0.035,-0.0102,-0.0229,-0.0442,-0.0338,-0.0085,0.0124,0.013926774,-0.012006243,0.195659908,,-0.281846816,1.655038163,7.365498746,-0.037546147,13.49859184,-0.183145158,1,1,-0.01,-0.043,-0.074,-0.048,-0.016,-0.153051262,0.075521571,0.07908207,6/15/2016,6/15/2016,6/15/2016,0,0,-0.0396,-0.0385
7/1/2016,1,0,-0.01,0.006666667,-0.005,-0.01,-0.005,0.005,-0.005,0.0025,0.005,0.005,0.005,0.005,0.005,0.005,0,0.005,-0.0076,-0.0025,0.004,-0.0065,-0.012,-0.0119,0.213018134,0.208453966,-0.063642149,,0.159856491,1.705101568,1.677279251,-0.236828045,15.530001,-0.393607785,0,0,0.011,0.002,-0.011,-0.016,-0.016,0.03187464,0.066243967,0.046510703,7/27/2016,7/27/2016,7/27/2016,1,0,0.0155,0.0163
8/1/2016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095087534,1.765423097,3.675972081,-0.407923211,-0.607999131,-0.16708426,,,,,,,,,,0.11622607,,,,0,0,0.0000,0
